;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 8/6/2014 9:31:38 PM
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_USB_genHID.c,3702 :: 		
;__Lib_USB_genHID.c,3708 :: 		
0x075A	0x986D      	BCF         PKTDIS_bit, BitPos(PKTDIS_bit+0) 
;__Lib_USB_genHID.c,3710 :: 		
0x075C	0xBE54      	BTFSC       __Lib_USB_genHID_inPipes+3, 7 
0x075E	0xD04A      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete168
;__Lib_USB_genHID.c,3711 :: 		
0x0760	0x0100      	MOVLB       0
0x0762	0xAF7A      	BTFSS       __Lib_USB_genHID_outPipes+2, 7, 1
0x0764	0xD028      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete169
;__Lib_USB_genHID.c,3712 :: 		
0x0766	0x0E02      	MOVLW       2
0x0768	0x6F73      	MOVWF       __Lib_USB_genHID_controlTransferState, 1
;__Lib_USB_genHID.c,3725 :: 		
0x076A	0x0E01      	MOVLW       1
0x076C	0x2449      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr, 0 
0x076E	0x6EE1      	MOVWF       FSR1L 
0x0770	0x0E00      	MOVLW       0
0x0772	0x204A      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+1, 0 
0x0774	0x6EE2      	MOVWF       FSR1H 
0x0776	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3726 :: 		
0x0778	0xFFE1C049  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x077C	0xFFE2C04A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0780	0x0EC8      	MOVLW       200
0x0782	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3731 :: 		
0x0784	0x0E01      	MOVLW       1
0x0786	0x2571      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0788	0x6EE1      	MOVWF       FSR1L 
0x078A	0x0E00      	MOVLW       0
0x078C	0x2172      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x078E	0x6EE2      	MOVWF       FSR1H 
0x0790	0x0E08      	MOVLW       8
0x0792	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3732 :: 		
0x0794	0x0E02      	MOVLW       2
0x0796	0x2571      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0798	0x6EE1      	MOVWF       FSR1L 
0x079A	0x0E00      	MOVLW       0
0x079C	0x2172      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x079E	0x6EE2      	MOVWF       FSR1H 
0x07A0	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x07A2	0x6EE6      	MOVWF       POSTINC1 
0x07A4	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x07A6	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3733 :: 		
0x07A8	0xFFE1C071  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x07AC	0xFFE2C072  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x07B0	0x0EC8      	MOVLW       200
0x07B2	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3734 :: 		
0x07B4	0xD01E      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete170
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete169:
;__Lib_USB_genHID.c,3739 :: 		
0x07B6	0x0E01      	MOVLW       1
0x07B8	0x2571      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x07BA	0x6EE1      	MOVWF       FSR1L 
0x07BC	0x0E00      	MOVLW       0
0x07BE	0x2172      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x07C0	0x6EE2      	MOVWF       FSR1H 
0x07C2	0x0E08      	MOVLW       8
0x07C4	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3740 :: 		
0x07C6	0x0E02      	MOVLW       2
0x07C8	0x2571      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x07CA	0x6EE1      	MOVWF       FSR1L 
0x07CC	0x0E00      	MOVLW       0
0x07CE	0x2172      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x07D0	0x6EE2      	MOVWF       FSR1H 
0x07D2	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x07D4	0x6EE6      	MOVWF       POSTINC1 
0x07D6	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x07D8	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3741 :: 		
0x07DA	0xFFE1C071  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x07DE	0xFFE2C072  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x07E2	0x0E8C      	MOVLW       140
0x07E4	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3742 :: 		
0x07E6	0xFFE1C049  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x07EA	0xFFE2C04A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x07EE	0x0E84      	MOVLW       132
0x07F0	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3743 :: 		
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete170:
;__Lib_USB_genHID.c,3744 :: 		
0x07F2	0xD080      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete171
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete168:
0x07F4	0x0100      	MOVLB       0
;__Lib_USB_genHID.c,3746 :: 		
0x07F6	0xBF7A      	BTFSC       __Lib_USB_genHID_outPipes+2, 7, 1
0x07F8	0xD07D      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete172
;__Lib_USB_genHID.c,3747 :: 		
0x07FA	0x0104      	MOVLB       4
0x07FC	0xAF20      	BTFSS       __Lib_USB_genHID_SetupPkt, 7, 1
0x07FE	0xD052      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete173
;__Lib_USB_genHID.c,3748 :: 		
0x0800	0x5056      	MOVF        __Lib_USB_genHID_inPipes+5, 0 
0x0802	0x5D27      	SUBWF       1063, 0, 1
0x0804	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete312
0x0806	0x5055      	MOVF        __Lib_USB_genHID_inPipes+4, 0 
0x0808	0x5D26      	SUBWF       1062, 0, 1
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete312:
0x080A	0xE204      	BC          L___Lib_USB_genHID_USB_CtrlEP_Service_Complete174
;__Lib_USB_genHID.c,3749 :: 		
0x080C	0xF055C426  	MOVFF       1062, __Lib_USB_genHID_inPipes+4
0x0810	0xF056C427  	MOVFF       1063, __Lib_USB_genHID_inPipes+5
;__Lib_USB_genHID.c,3750 :: 		
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete174:
;__Lib_USB_genHID.c,3751 :: 		
0x0814	0xDEFC      	RCALL       __Lib_USB_genHID_USB_CtrlTrf_Tx_Service
;__Lib_USB_genHID.c,3752 :: 		
0x0816	0x0E01      	MOVLW       1
0x0818	0x0100      	MOVLB       0
0x081A	0x6F73      	MOVWF       __Lib_USB_genHID_controlTransferState, 1
;__Lib_USB_genHID.c,3775 :: 		
0x081C	0x0E01      	MOVLW       1
0x081E	0x2571      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0820	0x6EE1      	MOVWF       FSR1L 
0x0822	0x0E00      	MOVLW       0
0x0824	0x2172      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x0826	0x6EE2      	MOVWF       FSR1H 
0x0828	0x0E08      	MOVLW       8
0x082A	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3776 :: 		
0x082C	0x0E02      	MOVLW       2
0x082E	0x2571      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0830	0x6EE1      	MOVWF       FSR1L 
0x0832	0x0E00      	MOVLW       0
0x0834	0x2172      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x0836	0x6EE2      	MOVWF       FSR1H 
0x0838	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x083A	0x6EE6      	MOVWF       POSTINC1 
0x083C	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x083E	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3777 :: 		
0x0840	0xFFE1C071  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x0844	0xFFE2C072  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0848	0x0E80      	MOVLW       128
0x084A	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3778 :: 		
0x084C	0x6B74      	CLRF        __Lib_USB_genHID_BothEP0OutUOWNsSet, 1
;__Lib_USB_genHID.c,3781 :: 		
0x084E	0x0E01      	MOVLW       1
0x0850	0x2575      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, 0, 1
0x0852	0x6EE1      	MOVWF       FSR1L 
0x0854	0x0E00      	MOVLW       0
0x0856	0x2176      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, 0, 1
0x0858	0x6EE2      	MOVWF       FSR1H 
0x085A	0x0E08      	MOVLW       8
0x085C	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3782 :: 		
0x085E	0x0E02      	MOVLW       2
0x0860	0x2575      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, 0, 1
0x0862	0x6EE1      	MOVWF       FSR1L 
0x0864	0x0E00      	MOVLW       0
0x0866	0x2176      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, 0, 1
0x0868	0x6EE2      	MOVWF       FSR1H 
0x086A	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x086C	0x6EE6      	MOVWF       POSTINC1 
0x086E	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x0870	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3783 :: 		
0x0872	0xFFE1C075  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, FSR1L
0x0876	0xFFE2C076  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, FSR1H
0x087A	0x0E84      	MOVLW       132
0x087C	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3784 :: 		
0x087E	0x0E01      	MOVLW       1
0x0880	0x6F74      	MOVWF       __Lib_USB_genHID_BothEP0OutUOWNsSet, 1
;__Lib_USB_genHID.c,3791 :: 		
0x0882	0x0E02      	MOVLW       2
0x0884	0x2449      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr, 0 
0x0886	0x6EE1      	MOVWF       FSR1L 
0x0888	0x0E00      	MOVLW       0
0x088A	0x204A      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+1, 0 
0x088C	0x6EE2      	MOVWF       FSR1H 
0x088E	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0890	0x6EE6      	MOVWF       POSTINC1 
0x0892	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0894	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3792 :: 		
0x0896	0xFFE1C049  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x089A	0xFFE2C04A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x089E	0x0EC8      	MOVLW       200
0x08A0	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3793 :: 		
0x08A2	0xD028      	BRA         L___Lib_USB_genHID_USB_CtrlEP_Service_Complete175
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete173:
0x08A4	0x0100      	MOVLB       0
;__Lib_USB_genHID.c,3795 :: 		
0x08A6	0x0E02      	MOVLW       2
0x08A8	0x6F73      	MOVWF       __Lib_USB_genHID_controlTransferState, 1
;__Lib_USB_genHID.c,3805 :: 		
0x08AA	0x0E01      	MOVLW       1
0x08AC	0x2449      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr, 0 
0x08AE	0x6EE1      	MOVWF       FSR1L 
0x08B0	0x0E00      	MOVLW       0
0x08B2	0x204A      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+1, 0 
0x08B4	0x6EE2      	MOVWF       FSR1H 
0x08B6	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3806 :: 		
0x08B8	0xFFE1C049  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x08BC	0xFFE2C04A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x08C0	0x0EC8      	MOVLW       200
0x08C2	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3811 :: 		
0x08C4	0x0E01      	MOVLW       1
0x08C6	0x2571      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x08C8	0x6EE1      	MOVWF       FSR1L 
0x08CA	0x0E00      	MOVLW       0
0x08CC	0x2172      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x08CE	0x6EE2      	MOVWF       FSR1H 
0x08D0	0x0E08      	MOVLW       8
0x08D2	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3812 :: 		
0x08D4	0x0E02      	MOVLW       2
0x08D6	0x2571      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x08D8	0x6EE1      	MOVWF       FSR1L 
0x08DA	0x0E00      	MOVLW       0
0x08DC	0x2172      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x08DE	0x6EE2      	MOVWF       FSR1H 
0x08E0	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x08E2	0x6EE6      	MOVWF       POSTINC1 
0x08E4	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x08E6	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3813 :: 		
0x08E8	0xFFE1C071  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x08EC	0xFFE2C072  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x08F0	0x0EC8      	MOVLW       200
0x08F2	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3814 :: 		
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete175:
;__Lib_USB_genHID.c,3815 :: 		
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete172:
;__Lib_USB_genHID.c,3816 :: 		
L___Lib_USB_genHID_USB_CtrlEP_Service_Complete171:
;__Lib_USB_genHID.c,3818 :: 		
L_end_USB_CtrlEP_Service_Complete:
0x08F4	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CtrlEP_Service_Complete
_USB_Init_Desc:
;USBdsc.c,161 :: 		void USB_Init_Desc(){
;USBdsc.c,162 :: 		USB_config_dsc_ptr[0] = &configDescriptor1;
0x08F6	0x0E7C      	MOVLW       _configDescriptor1
0x08F8	0x6E4D      	MOVWF       _USB_config_dsc_ptr 
0x08FA	0x0E1C      	MOVLW       hi_addr(_configDescriptor1)
0x08FC	0x6E4E      	MOVWF       _USB_config_dsc_ptr+1 
0x08FE	0x0E00      	MOVLW       higher_addr(_configDescriptor1)
0x0900	0x6E4F      	MOVWF       _USB_config_dsc_ptr+2 
;USBdsc.c,163 :: 		USB_string_dsc_ptr[0] = (const char*)&strd1;
0x0902	0x0E2E      	MOVLW       _strd1
0x0904	0x6E57      	MOVWF       _USB_string_dsc_ptr 
0x0906	0x0E1D      	MOVLW       hi_addr(_strd1)
0x0908	0x6E58      	MOVWF       _USB_string_dsc_ptr+1 
0x090A	0x0E00      	MOVLW       higher_addr(_strd1)
0x090C	0x6E59      	MOVWF       _USB_string_dsc_ptr+2 
;USBdsc.c,164 :: 		USB_string_dsc_ptr[1] = (const char*)&strd2;
0x090E	0x0EA5      	MOVLW       _strd2
0x0910	0x6E5A      	MOVWF       _USB_string_dsc_ptr+3 
0x0912	0x0E1C      	MOVLW       hi_addr(_strd2)
0x0914	0x6E5B      	MOVWF       _USB_string_dsc_ptr+4 
0x0916	0x0E00      	MOVLW       higher_addr(_strd2)
0x0918	0x6E5C      	MOVWF       _USB_string_dsc_ptr+5 
;USBdsc.c,165 :: 		USB_string_dsc_ptr[2] = (const char*)&strd3;
0x091A	0x0EE8      	MOVLW       _strd3
0x091C	0x6E5D      	MOVWF       _USB_string_dsc_ptr+6 
0x091E	0x0E1C      	MOVLW       hi_addr(_strd3)
0x0920	0x6E5E      	MOVWF       _USB_string_dsc_ptr+7 
0x0922	0x0E00      	MOVLW       higher_addr(_strd3)
0x0924	0x6E5F      	MOVWF       _USB_string_dsc_ptr+8 
;USBdsc.c,166 :: 		}
L_end_USB_Init_Desc:
0x0926	0x0012      	RETURN      0
; end of _USB_Init_Desc
__Lib_USB_genHID_USB_Prepare_Next_Setup_Trf:
;__Lib_USB_genHID.c,3375 :: 		
;__Lib_USB_genHID.c,3376 :: 		
0x0928	0x0100      	MOVLB       0
0x092A	0x6B73      	CLRF        __Lib_USB_genHID_controlTransferState, 1
;__Lib_USB_genHID.c,3383 :: 		
0x092C	0xFFE1C049  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0930	0xFFE2C04A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0934	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3387 :: 		
0x0936	0x0E04      	MOVLW       4
0x0938	0x1849      	XORWF       __Lib_USB_genHID_BDTEntry_InPtr, 0 
0x093A	0x6EE1      	MOVWF       FSR1L 
0x093C	0xFFE2C04A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0940	0x0E00      	MOVLW       0
0x0942	0x1AE2      	XORWF       FSR1H, 1 
;__Lib_USB_genHID.c,3388 :: 		
0x0944	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3394 :: 		
0x0946	0xAF7A      	BTFSS       __Lib_USB_genHID_outPipes+2, 7, 1
0x0948	0xD001      	BRA         L___Lib_USB_genHID_USB_Prepare_Next_Setup_Trf118
;__Lib_USB_genHID.c,3398 :: 		
0x094A	0x9F7A      	BCF         __Lib_USB_genHID_outPipes+2, 7, 1
;__Lib_USB_genHID.c,3399 :: 		
L___Lib_USB_genHID_USB_Prepare_Next_Setup_Trf118:
;__Lib_USB_genHID.c,3400 :: 		
L_end_USB_Prepare_Next_Setup_Trf:
0x094C	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Prepare_Next_Setup_Trf
__Lib_USB_genHID_USB_CtrlTrf_Rx_Service:
;__Lib_USB_genHID.c,3920 :: 		
;__Lib_USB_genHID.c,3924 :: 		
0x094E	0x0E01      	MOVLW       1
0x0950	0x0100      	MOVLB       0
0x0952	0x2575      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, 0, 1
0x0954	0x6EE9      	MOVWF       FSR0L 
0x0956	0x0E00      	MOVLW       0
0x0958	0x2176      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, 0, 1
0x095A	0x6EEA      	MOVWF       FSR0H 
0x095C	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0960	0xF002C000  	MOVFF       R0, R2
;__Lib_USB_genHID.c,3929 :: 		
0x0964	0x0E00      	MOVLW       0
0x0966	0x5D7C      	SUBWF       __Lib_USB_genHID_outPipes+4, 0, 1
0x0968	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service316
0x096A	0x5002      	MOVF        R2, 0 
0x096C	0x5D7B      	SUBWF       __Lib_USB_genHID_outPipes+3, 0, 1
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service316:
0x096E	0xE203      	BC          L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service187
;__Lib_USB_genHID.c,3930 :: 		
0x0970	0xF002C07B  	MOVFF       __Lib_USB_genHID_outPipes+3, R2
;__Lib_USB_genHID.c,3931 :: 		
0x0974	0xD00A      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service188
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service187:
;__Lib_USB_genHID.c,3932 :: 		
0x0976	0x5002      	MOVF        R2, 0 
0x0978	0x5D7B      	SUBWF       __Lib_USB_genHID_outPipes+3, 0, 1
0x097A	0x6E00      	MOVWF       R0 
0x097C	0x0E00      	MOVLW       0
0x097E	0x597C      	SUBWFB      __Lib_USB_genHID_outPipes+4, 0, 1
0x0980	0x6E01      	MOVWF       R1 
0x0982	0xF07BC000  	MOVFF       R0, __Lib_USB_genHID_outPipes+3
0x0986	0xF07CC001  	MOVFF       R1, __Lib_USB_genHID_outPipes+4
;__Lib_USB_genHID.c,3933 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service188:
;__Lib_USB_genHID.c,3935 :: 		
0x098A	0x6A03      	CLRF        R3 
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service189:
0x098C	0x5002      	MOVF        R2, 0 
0x098E	0x5C03      	SUBWF       R3, 0 
0x0990	0xE21C      	BC          L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service190
;__Lib_USB_genHID.c,3936 :: 		
0x0992	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0994	0x6EE9      	MOVWF       FSR0L 
0x0996	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0998	0x6EEA      	MOVWF       FSR0H 
0x099A	0x5003      	MOVF        R3, 0 
0x099C	0x26E9      	ADDWF       FSR0L, 1 
0x099E	0xB0D8      	BTFSC       STATUS, 0 
0x09A0	0x2AEA      	INCF        FSR0H, 1 
0x09A2	0xF000CFEE  	MOVFF       POSTINC0, R0
0x09A6	0xFFE1C078  	MOVFF       __Lib_USB_genHID_outPipes, FSR1L
0x09AA	0xFFE2C079  	MOVFF       __Lib_USB_genHID_outPipes+1, FSR1H
0x09AE	0xFFE6C000  	MOVFF       R0, POSTINC1
0x09B2	0x0E01      	MOVLW       1
0x09B4	0x2578      	ADDWF       __Lib_USB_genHID_outPipes, 0, 1
0x09B6	0x6E00      	MOVWF       R0 
0x09B8	0x0E00      	MOVLW       0
0x09BA	0x2179      	ADDWFC      __Lib_USB_genHID_outPipes+1, 0, 1
0x09BC	0x6E01      	MOVWF       R1 
0x09BE	0xF078C000  	MOVFF       R0, __Lib_USB_genHID_outPipes
0x09C2	0xF079C001  	MOVFF       R1, __Lib_USB_genHID_outPipes+1
;__Lib_USB_genHID.c,3935 :: 		
0x09C6	0x2A03      	INCF        R3, 1 
;__Lib_USB_genHID.c,3937 :: 		
0x09C8	0xD7E1      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service189
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service190:
;__Lib_USB_genHID.c,3940 :: 		
0x09CA	0x0E00      	MOVLW       0
0x09CC	0x6E00      	MOVWF       R0 
0x09CE	0x517C      	MOVF        __Lib_USB_genHID_outPipes+4, 0, 1
0x09D0	0x5C00      	SUBWF       R0, 0 
0x09D2	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service317
0x09D4	0x517B      	MOVF        __Lib_USB_genHID_outPipes+3, 0, 1
0x09D6	0x0800      	SUBLW       0
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service317:
0x09D8	0xE228      	BC          L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service192
;__Lib_USB_genHID.c,3946 :: 		
0x09DA	0x0E01      	MOVLW       1
0x09DC	0x2571      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x09DE	0x6EE1      	MOVWF       FSR1L 
0x09E0	0x0E00      	MOVLW       0
0x09E2	0x2172      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x09E4	0x6EE2      	MOVWF       FSR1H 
0x09E6	0x0E08      	MOVLW       8
0x09E8	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3947 :: 		
0x09EA	0x0E02      	MOVLW       2
0x09EC	0x2571      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x09EE	0x6EE1      	MOVWF       FSR1L 
0x09F0	0x0E00      	MOVLW       0
0x09F2	0x2172      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x09F4	0x6EE2      	MOVWF       FSR1H 
0x09F6	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x09F8	0x6EE6      	MOVWF       POSTINC1 
0x09FA	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x09FC	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3948 :: 		
0x09FE	0xFFE9C075  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, FSR0L
0x0A02	0xFFEAC076  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, FSR0H
0x0A06	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0A0A	0xBC00      	BTFSC       R0, 6 
0x0A0C	0xD007      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service193
;__Lib_USB_genHID.c,3949 :: 		
0x0A0E	0xFFE1C071  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x0A12	0xFFE2C072  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0A16	0x0EC8      	MOVLW       200
0x0A18	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3950 :: 		
0x0A1A	0xD006      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service194
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service193:
;__Lib_USB_genHID.c,3951 :: 		
0x0A1C	0xFFE1C071  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1L
0x0A20	0xFFE2C072  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0A24	0x0E88      	MOVLW       136
0x0A26	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3952 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service194:
;__Lib_USB_genHID.c,3953 :: 		
0x0A28	0xD019      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service195
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service192:
;__Lib_USB_genHID.c,3954 :: 		
